Ten,Dia chi,Loai,So dien thoai,Hinh anh,Link Anh Goc,Gioi thieu,Website,Lat,Lng,Tu khoa goc
UBND Phường 5 Quận Bình Thạnh,"137 Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3515 8505,downloaded_images\f9988af3ee5ed5e8005f309f9e0da7b3.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyOaVlWdHyEn41yPQ3AJKzd7fRjKrbEQNgvQDYzIDwdzxj_5J4aL5Mx2_N7k-u1mwydJrVh4U1GqfR1w7CiQU189BKwsfgMPKw-_cUG-vOm5I8V2sCpVCecrzR0rsw_7hmTl4CB=w163-h92-k-no,Không có,Không có,10.8100202,106.68963169999999,Ủy ban nhân dân Quận 5
ỦY BAN NHÂN DÂN PHƯỜNG 7 QUẬN 5,"268 Nguyễn Trãi, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Hiệp hội/Tổ chức,Không có,downloaded_images\e12ddbc057475205d6257e43c28d6fe2.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T_HTFi2J1dxAR4BSDJ1pEg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=324.20584&pitch=0&thumbfov=100,Không có,Không có,10.7563721,106.67598319999999,Ủy ban nhân dân Quận 5
UBND Phường 5 Quận Phú Nhuận,"94 Phan Đăng Lưu, Phường 5, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 839 954 199,downloaded_images\739f57994495566bdc5eae1c8055170d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLgHqSTYML77jPvrFUBZiNXBtr0g0Dj5oKB_ftcS6yjJGKTt-i4EfIXT1RGZtsa7SU4zEot7L6eLFlplUMnDocNt4vcLJM1FRY7OCgK14NxTVl0Y5k2Uf2xpfB39Fhd3Ol31FH=w122-h92-k-no,Không có,http://www.phunhuan.hochiminhcity.gov.vn/,10.803868,106.68473399999999,Ủy ban nhân dân Quận 5
UBND Phường An Đông,"203 An Dương Vương, Phường 7, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\1728bfeb72e190e3d1d420cdde300773.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaKV46aRSdr2R4ncPd0N3iUrH4-RWsToRSVF7sVVRlwNSYKuyitsR3K2pCuVu0NhEiWSBR4EvfVAl2PONSP1oiK_R2SnA0b-cem4i4hdCVCnGdy_ksYfkzJ6kbpSs9XgvIG0cpgNnUKUCm=w80-h100-k-no,Không có,Không có,10.756020999999999,106.6677938,Ủy ban nhân dân Quận 5
Trung Tâm Y Tế Dự Phòng Quận 5 - Cs 2,"164 Nguyễn Tri Phương, Phường 9, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3835 9685,downloaded_images\7e483d1dd94178fa64650cea4bcfd482.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpO08XZrGGS7L_cAWvJOeSKQDV7DjY3wSctlVccFxttoKK3s1s1FurENk3EPwXg-Wk2eKOfALHhVa9teU3l0cjaBh2iiQzNpoPTNVP8ewmHkbNHZsikIFAlpgm6UVHhkM_9qco=w92-h92-k-no,Không có,https://timbenhvien.vn/chi-tiet/trung-tam-y-te-du-phong-quan-5---co-so-2/766,10.758282099999999,106.6693964,Trung tâm y tế Quận 5
Trung Tâm Y Tế Phường 10 Quận 5,"225B Trần Hưng Đạo, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3855 1525,downloaded_images\5aa758a9ff9add614f712972151c9835.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DWEsZJdqWksGbfWvJTZ2ZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=115.87357&pitch=0&thumbfov=100,Không có,https://tytphuong10q5.medinet.gov.vn/Default.aspx,10.7521458,106.66406789999999,Trung tâm y tế Quận 5
Trạm Y tế Phường 5 Quận 5,"50 Đ. Nguyễn Văn Đừng, Phường 5, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 915 959 810,downloaded_images\d7ba8e4d7b38eb37c8af5d9aa7f73794.jpg,https://lh3.googleusercontent.com/p/AF1QipPbmM1p7uAlQqao7UzYDbiJ2-1zDpmCpQSiE3Rn=w80-h106-k-no,Không có,https://zalo.me/tramyte,10.752023999999999,106.6712416,Trung tâm y tế Quận 5
Bệnh viện Quận 5,"642 A Nguyễn Trãi, Phường 11, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện chính phủ,+84 28 3855 0235,downloaded_images\1367500ae8c404521cd212c4f43824d9.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGa-iTfMP7hrzGCd-YzBbpx6db9W0TGOYXQGJAcceuQY-0lMOiKUAywyB9eoHxL9u1czJyZaB0M9tM5zeOkW5y1oMDh-XMZ6isjSmtBQOWBv6SHHkLlJAT1_r7bFcrGGTaehHsRA=w163-h92-k-no,Không có,Không có,10.754035199999999,106.66581029999999,Trung tâm y tế Quận 5
Tt Y Tế Dự Phòng Tp. Hcm,"699 Trần Hưng Đạo, Phường 1, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,Không có,downloaded_images\b0713012763de6ee688cc815e4b0edc8.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwH3_zkNJ-7_8zNbebu8XJqKd_3Gihu1ohDcaYAeauu1P4UTVh7LKVkX8bCFEDI0nqzQPNiaHPKxdR1wiaB35mZSvlp8t_qtKJLkUg88DK3yjb6Al33VQfqpZswvhsZZADM6Rea=w124-h92-k-no,Không có,Không có,10.7556576,106.6833267,Trung tâm y tế Quận 5
Trạm Y Tế Phường 9 Quận 5,"Chung cư 100 Hùng Vương, 100 Hùng Vương, Phường 9, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3833 0549,downloaded_images\99582f57d7edc3570e0998774f005f33.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhN-ZnLrHs5avdNtVAWZLmp6TOktSNCQpRqsna5TRHdIwiYwZI-MqmOrYLA2UXAy4nfiqiglmOKSPe1aMibfU0pDURqqnjX7NSrgDxlcwBZDFstqhQ1j2Rq0Uk4xY9KhkU5DDC=w80-h106-k-no,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-9-quan-5/774,10.758111099999999,106.6699905,Trung tâm y tế Quận 5
Trung Tâm Y Khoa Diag,"309 Đường Trần Phú, Phường 3, Quận 5, Thành phố Hồ Chí Minh 72710, Việt Nam",Trung tâm y tế,+84 1900 1717,downloaded_images\605609e237a5c10796a1913a553530cd.jpg,https://lh3.googleusercontent.com/p/AF1QipOO21d5iBALJhTsM87vZMIFHFYQK56nXPAv7l9c=w122-h92-k-no,Không có,https://diag.vn/,10.75642,106.6734042,Trung tâm y tế Quận 5
Trạm Y Tế Phường 4 Quận 5,"53 Trần Phú, Phường 4, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3833 0244,downloaded_images\865554315dc85a2a399821611c521b6d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQHFLaJQhGDPSG8yOzh4OiyWmnxYs16zS3j7ZSeN0Vv4AwiSeny8ed9E-Aoo_AIeSuZ7dr9wGJQXNtIZ6P7jMtcwQPFdpUmLHQ8qnalPJgO_DqFMwR894Kn1X34QCvK2mNfcUzctrt9Dw=w125-h92-k-no,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-4-quan-5/772,10.7618186,106.67854659999999,Trung tâm y tế Quận 5
Trạm Y Tế Phường 7 Quận 5,"282 Trần Phú, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3923 5243,downloaded_images\c92722b37b311f855467e0f035a6aa48.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4dwRr1NFFIuD5JfkmW1e3g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=319.88757&pitch=0&thumbfov=100,Không có,https://tytphuong8q5.medinet.gov.vn/,10.7567699,106.67317709999999,Trung tâm y tế Quận 5
Trung Tâm Y Tế Quận 5 (Trụ sở 3),"168 Nguyễn Tri Phương, Phường 9, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Dịch vụ y tế địa phương,Không có,downloaded_images\84a5b40154c66fa2bc77c188091b03db.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tJXLq4dlDwKkb9qd7M409w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=82.70456&pitch=0&thumbfov=100,Không có,Không có,10.7595122,106.66930769999999,Trung tâm y tế Quận 5
Trạm Y Tế Phường 1 Quận 5,"76 Nguyễn Biểu, Phường 1, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3836 6369,downloaded_images\724af47f3fb3f1d9df4c5a5868b53ff2.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cMkNlZfuIsoVjPuCXjNNew&cb_client=search.gws-prod.gps&w=80&h=92&yaw=9.382302&pitch=0&thumbfov=100,Không có,https://tytphuong1q5.medinet.gov.vn/Default.aspx,10.755133299999999,106.68409369999999,Trung tâm y tế Quận 5
Trung Tâm Y Tế Dự Phòng,"3 Nguyễn Trãi, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3855 3247,downloaded_images\0c5e896c146caecf23796be4bb5cd7e2.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rQP7HNeh6AJfgvrscwXQgw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=166.73862&pitch=0&thumbfov=100,Không có,Không có,10.759106899999999,106.6834521,Trung tâm y tế Quận 5
Trạm Y Tế Phường 7 Quận 5,"123 Đ. Bùi Hữu Nghĩa, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế công cộng,+84 28 3836 3941,downloaded_images\91b60d9a7559c6a125d852283e82583b.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzC-Um7M8SAVlUNqAj8JiMhckzKQxJVrwCAonlMhfRRGIrwRetM_x2ymNiMK70JaLt0lHF2joFULQXqMz5cutqvleQiWU9UI84EkdDHn9BYQe5MsMPLm2j9OIzQFnaxRl2KR9C7=w80-h106-k-no,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-7-quan-5/783,10.7540599,106.6745172,Trung tâm y tế Quận 5
Trạm Y Tế Phường 15 Quận 5,"262 Đ. Hồng Bàng, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3955 6625,downloaded_images\b1fb4c2d321a2911895d7a900a9d4348.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxy0VrbyID4FYEtypwXNN2vjj5NIJBHp3-s0eSfg8XnJvS94YFjOW2IxcHRk4rdw_XUn2SyWV9gr1jek8pJXixMLSTKDybztIrjMcZDiQUM-sDJ5XGBSdE2BnGlIs2QsTnUyp2M=w80-h142-k-no,Không có,Không có,10.7538137,106.65315109999999,Trung tâm y tế Quận 5
Bệnh viện Quân Y 7A,"466 Nguyễn Trãi, Phường 8, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện quân đội,+84 28 3836 6789,downloaded_images\7965e89eb6129e06eedb15a9635b178d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAN_eTMnFod-Gz-fGJ280Kk2gwFlK4g2Cx-FCTfiTFHVXGdsqnMcJB4C6XR_HYpzDxqqIrxD2WvCi4RSv672PBz9lMqvF3NoirllB2VbqUrHonE0edsnomu2v-EBfBw2-TrZHhuA=w163-h92-k-no,Không có,http://bvquany7a.vn/,10.755826299999999,106.67095379999999,Trung tâm y tế Quận 5
Bệnh viện Nguyễn Tri Phương,"468 Nguyễn Trãi, Phường 7, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện,+84 28 3923 4332,downloaded_images\7028878350a330fb9ad8a85a2cdae405.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzC3y_LETXxjggwfA86vW9pW36O9raeJ-Jel4h0VNPEkRVnPhSSwZEusdNsPdVvZ9b-A855R1mGoo8SL-swbbDz881JTWRpJJIL8pGPMGC_JbO93hDQmEQhfCwQowO7myQ6i3V=w122-h92-k-no,Không có,https://bvnguyentriphuong.com.vn/,10.7550025,106.6705345,Trung tâm y tế Quận 5
Bệnh viện Bệnh Nhiệt đới,"764 Võ Văn Kiệt, Phường 1, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện chuyên khoa,+84 28 3923 5804,downloaded_images\f3480635681bf04d1132bd67dd015fc5.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxLKLB_GFzQxu-erHnOaumJH2VvT9fI4M8h6CDT6tcEhTAlx08G5I5BSST-OU3YAeY1Q9f5mLxdezoP4-G5S3SsPO96EAUZT3zMADXSQPfAX1iGheAV3-UjBmfphpgyWBnpGNv0=w122-h92-k-no,Không có,http://www.bvbnd.vn/,10.752660599999999,106.67891639999999,Trung tâm y tế Quận 5
Bệnh viện Chợ Rẫy,"201B Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,+84 28 3855 4137,downloaded_images\7d7449e05646d5791b2886c170bc63a2.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQgw7_-IZSNjKa0829DEzSs-lYHmdEzVlJBDjo7_oAfiA2N98xx1EOW_NCkIqyh5ZPOkElD306m4hlhDg1-mtyQudCid86TKgBkrylviAeN7-4XZ3PoIMeMuLX7BOJhYplMfQ7=w122-h92-k-no,Không có,http://www.choray.vn/,10.7578646,106.6595131,Trung tâm y tế Quận 5
Bệnh viện Quận 5,,Bệnh viện chính phủ ở Thành phố Hồ Chí Minh,Không có,Không có,,Không có,Không có,,,Bệnh viện Quận 5
Đội Cảnh Sát Giao Thông - Trật Tự - Cơ Động Quận 5,"946 Võ Văn Kiệt, Phường 5, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3923 4330,downloaded_images\9c01160ddca5a0910beb9732064429cf.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCxzN696S8qTk4I15xauSkl7FlwJZUcjPDWyR5aRpFO0h9LxEMwIQu7y4m64Wa-DEsiDRbTgMO_-fvDWP_VifP0a4MJestJOxJlLOTgUxvxq4cnPrI-qJPvEXUeLstWAkvl-81mKKD0SnS=w80-h106-k-no,Không có,Không có,10.749663799999999,106.67315269999999,Đội Cảnh sát giao thông Quận 5
ĐỘI CHỈ HUY GIAO THÔNG VÀ ĐIỀU KHIỂN ĐÈN TÍN HIỆU GIAO THÔNG - PHÒNG CSGT ĐB ĐS TP. HỒ CHÍ MINH,"171 Nguyễn Biểu, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,+84 28 3837 7137,downloaded_images\e3b294756680daf10054c7270293088f.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwt4wuC7sy7JLdrQt3WGNcyLUUbtcnrWgCbTaGFN2p2_Wib-GXEpl1LGwyWuaqBd34g3aMOAhoOljy4EBGqlFnVM1SFc26yzrFPvNbskQ1m4O-Hum9dtEv1XmcPIYFE6pF9705MMw=w80-h106-k-no,Không có,Không có,10.7566236,106.6832936,Đội Cảnh sát giao thông Quận 5
Đội PCCC & CNCH Quận 5,,Trạm cứu hỏa ở Thành phố Hồ Chí Minh,Không có,Không có,,Không có,Không có,,,Đội Cảnh sát PCCC và CNCH Quận 5
VĂN PHÒNG CÔNG CHỨNG CHỢ LỚN,"467 Đ. Hồng Bàng, Phường 14, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam",Công chứng viên,+84 909 769 768,downloaded_images\46c8b180648b32fcca93f8de05830ee1.jpg,https://lh3.googleusercontent.com/p/AF1QipNv4aW0MNvVwOnLDZnssctwpakVyUWWoyFLJRgo=w80-h93-k-no,Không có,http://congchungcholon.vn/,10.753603199999999,106.6543794,Phòng công chứng Quận 5
Công Chứng Hoàng Xuân Ngụ,"198A Đường Trần Bình Trọng, Phường 4, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Công chứng viên,+84 28 3836 6699,downloaded_images\4062173918744f75299b4ed20eb26cf1.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjOpphsGH4vZ3-NE4R377kODh9eRUxL5J5yLW_swNeg2ni3ZI2khxfpUbfd4gbmeQsdo1MIlJCtY18wvhJ0MHvALT8HyD_G5iS4ri7vTuxoZK4taPiMDCho5ojah1xu9MT81o=w122-h92-k-no,Không có,http://www.congchunghoangxuan.vn/,10.7604927,106.68007999999999,Phòng công chứng Quận 5
Phòng Công chứng số 2,"94-96 Đ. Ngô Quyền, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Công chứng viên,+84 28 3855 1717,downloaded_images\283123d8fe0511e37fede89028835343.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnA8h015XBjht9lLQN3EUm0hDo06h0M3NacqDxTKuYBHAsvApPVL1--SRMMEIbqqbdQpUoIO4YCFxaYBR2VvMnrBMnXuHosA5LbPLsmI-m60EjyGcrLnJ0FcQj6ne2eROS1UID9g=w138-h92-k-no,Không có,http://congchung2tphcm.com/,10.753497399999999,106.66673929999999,Phòng công chứng Quận 5
Văn phòng Thừa Phát Lại Quận 5,"805 Trần Hưng Đạo, Phường, Chợ Quán, Thành phố Hồ Chí Minh, Việt Nam",Người tống đạt trát tòa,+84 28 3924 6808,downloaded_images\c1753e570b735abd30154f2123680461.jpg,https://lh3.googleusercontent.com/p/AF1QipMqHNXPsYzM0fE4IvYSpJRd65On95VoaAcFPq8O=w122-h92-k-no,Không có,https://thuaphatlaicholon.vn/,10.755162799999999,106.6810189,Phòng công chứng Quận 5
Văn phòng Công chứng Hoàng Xuân Hoan,"187 An Dương Vương, Phường An Đông, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Công chứng viên,+84 901 369 797,downloaded_images\5f3af369a0f2077d9a7463157b3b3b00.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjvwKIYngYbPLVPthJGu6zrWkQAiE3wE8EJB0pKI_KfjajNIWFENG02bBGX4UvalzsvSwssH9-PPTfhXtrxzV9BHuiwdC-O9qmGPlZz0vgdCpJzp2IjSHG0a0SZdi890JUon4f=w85-h92-k-no,Không có,http://congchunghoangxuanhoan.com/,10.7562953,106.6688684,Phòng công chứng Quận 5
Phòng Công Chứng Số 5,"278 Đ.Nguyễn Văn Nghi, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Công chứng viên,+84 28 3894 3327,downloaded_images\f55624c7907fe38a2833138236fdd749.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQXqOWx2_FnM8Lxu1qSclKCzSJ-tAcT9b11qhBbl3TTW8vjBrXxMKNhm6j2LhTsgMwTSzfZRL_Kd0xDNZbzn-ipWzkKTNkVXKCdAr-OF48feONMyDjUtiLZVYsjdDRMnslW0u6=w163-h92-k-no,Không có,https://sotuphap.hochiminhcity.gov.vn/gt-cc5,10.8257627,106.68444439999999,Phòng công chứng Quận 5
Công ty chứng minh tài chính xin visa Nguyễn Lê,"474A Trần Hưng Đạo, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng công ty,+84 909 444 666,downloaded_images\176c194119ec7fc28dd2b86460e1dc58.jpg,https://lh3.googleusercontent.com/p/AF1QipPTI6GDrWgGTaksy5EcqUjIwx-D9tvR7vZSwNOK=w112-h92-k-no,Không có,http://taichinhnguyenle.com.vn/,10.7557853,106.6822541,Phòng công chứng Quận 5
văn phòng luật sư 24 giờ,"58 Đ. Ngô Quyền, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Dịch vụ pháp lý,+84 903 363 054,downloaded_images\ef88dd5198bf49b5766736dd851b6bc4.jpg,https://lh3.googleusercontent.com/p/AF1QipPvQf8plvaWSLRoUj-g9ibBYviahaR0Ywtlbzcd=w122-h92-k-no,Không có,Không có,10.753879699999999,106.6666475,Phòng công chứng Quận 5
Văn Phòng Công Chứng Nguyễn Văn Lâm,"426 Trần Hưng Đạo, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Công chứng viên,Không có,downloaded_images\3e6bd14085d525d74f704671d090d551.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8ZBwkbuAYKmj2GPYX71x0Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=7.4478736&pitch=0&thumbfov=100,Không có,Không có,10.7521782,106.6594701,Phòng công chứng Quận 5
Công An Quận 6,,Sở cảnh sát ở Thành phố Hồ Chí Minh,Không có,Không có,,Không có,http://www.quan6.hochiminhcity.gov.vn/,,,Công an Quận 6
UBND Phường Bình Tiên,,Văn phòng chính quyền địa phương ở Thành phố Hồ Chí Minh,Không có,Không có,,Không có,http://www.quan6.hochiminhcity.gov.vn/,,,Ủy ban nhân dân Quận 6
Trung tâm Y tế Quận 6,"A14/1 Bà Hom, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",['Trung tâm y tế'],+84 28 3877 6546,downloaded_images\c05ee17eb9fcd73fc814ea84c3e45446.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpB6JgEiKupCErX5HJbuI6nO4x-tzwdWqESQroJtfz4SYIsZGkkeMb_r6uWeKAtdnuj6iwxdqT9F3Re5-8KQmAHXlK-841kyZykMc8keoGnyFr_laPgcWU-UidZnBEkuwwywixHQ=w152-h86-k-no,Không có,Không có,10.7544228,106.6294253,Trung tâm y tế Quận 6
Bệnh viện Quận 6,"Đ. Chợ Lớn, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,Không có,downloaded_images\e4c30d93cd52b2bc06de66e486b8084c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzo7FvLlkNOgQ8nHofvODRNXoX6iZnANYySi2X6ljszN2Gxyputwe7Nag51XwBKfpd1_tQkrGAbuOTAck-LS-utZtZ3wxqxGLmGItZ9l7NrFIYWFFr-1C7ZbNBgm4_bBIWQNeu3Q=w86-h152-k-no,Không có,Không có,10.7465528,106.6345645,Bệnh viện Quận 6
Đội CC & CNCH Khu Vực 6,"149 Đ. Cao Văn Lầu, Phường 1, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",['Trạm cứu hỏa'],Không có,downloaded_images\9ff6170e807244ac3abc229aa01d46f9.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8HXNTe-f5j7E7UXrPF7bkGCynC8hdY-x7sY1qlVkGxsNR4uPmocH_WvSlPvJ3EuhqGqUPdcoLXZ_0EIpedPLMliClAiQUwrbjwFxomwqx5PTOhaCSzTJNxw8pH3VetWa2Qd5h=w86-h114-k-no,Không có,Không có,10.747585599999999,106.6490068,Đội Cảnh sát PCCC và CNCH Quận 6
Công an Quận 7,"1366 Huỳnh Tấn Phát, Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",['Cảnh sát dân sự'],+84 28 3785 1787,Không có,,Không có,Không có,10.7109638,106.73689069999999,Công an Quận 7
UBND Quận 7,"7 Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","['Văn phòng chính quyền địa phương', 'Văn phòng chính phủ']",+84 28 3785 1032,downloaded_images\2ef32f6d747a7dab43ec148a24bff4af.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbIryY_Y700aXLpHDMMQN8kfAvoF6aaSjK0o6zzRPB_yooI6nw2ykspYxqVmElXGjzUyTZPszN9QUP0AZg8gSs9NIKcM71RnBAo01pbVg9sBrN_-MGwHasJXkfVpJ_WNnwE3Cc=w114-h86-k-no,Không có,Không có,10.7323285,106.7266394,Ủy ban nhân dân Quận 7
Thiết bị y tế Quận 7,"101 Đ. Nguyễn Thị Thập, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3773 2791,downloaded_images\bd1e70bd0b890738423bff809071a917.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwueyKjKFUCm0-5hOcCObeIJprl3tzmQBm6TOaz0sJccWOADJUswHFyMmyBnCIgNuHFHZ718W16faoQptHfPIKJ6UkiDSK953f2aERLGHci6GbhGfnzJXPFmp0DOiAFbPQ7GUQ=w122-h92-k-no,Không có,http://trungtamytequan7.medinet.gov.vn/,10.7377564,106.72353609999999,Trung tâm y tế Quận 7
Trạm Y Tế Phường Tân Phú Quận 7,"1 Đ. số 9, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3771 0343,downloaded_images\124e6542a12a6147c440d042b4ae9bde.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-uvPLPM4ytwEuY6kZmO_Wjvf3mAkcrwTdBDYt2OzCHyhfeNVMp-rpREM1lNasurGlP8NiHeFdE2dQWWtmS4LoZb1do0gmF-xlNoxMbWwTpP6cwifITWSdlkGDTnjVoFN9FNfJ=w163-h92-k-no,Không có,Không có,10.7357511,106.7195122,Trung tâm y tế Quận 7
Trạm Y Tế Phường Tân Kiểng Quận 7,"98 Đ.13, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3771 3575,downloaded_images\0299c24541a7c3f0aae5320cbfa2be91.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VmbIkO27upEdkYUDG77uJQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=357.22253&pitch=0&thumbfov=100,Không có,Không có,10.746069199999999,106.7072865,Trung tâm y tế Quận 7
Đội Cảnh Sát Quản Lý Hành Chính Quận 7,"1366 Huỳnh Tấn Phát, Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",['Văn phòng chính phủ'],+84 28 3983 2190,downloaded_images\b1760293f0722def50105e9e9bb8f601.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymjwVOa8LYQ_BJXyeXgcG6qtxA1rBwOYXED04w0QOOBq5WAKyQfHW9TVmLrHyk5qInfqetPm_PrbCnD_5GP8lcnmT5hDn13CiX7AvX8xRSMyT_9fm4E7bo8ILTANbF9RfK5_GUcsxmOCs-=w114-h86-k-no,Không có,Không có,10.7109927,106.736892,Đội Cảnh sát giao thông Quận 7
Đội PCCC & CNCH Quận 7,"1181 Đường Nguyễn Văn Linh, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Trạm cứu hỏa,+84 28 3775 3781,downloaded_images\98b85d87a4a543fb54005bf0f935bef3.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxY9RSJt8V9pbRBbc1IU7AIusIbcrLvyk-qImIw7XoqVd_UN2qvHhbKpzGgS1ehXMgdNh7uFAxgUY669Y2woaQqB3tqCjZiiUCR3t5r7KZ5oYfFB85JHCWdYPqbKxXSGWQzdjodAEjZjPWw=w163-h92-k-no,Không có,Không có,10.7279508,106.7029469,Đội Cảnh sát PCCC và CNCH Quận 7
